gender	age	address	famsize	Pstatus	Medu	Fedu	Mjob	Fjob	reason	traveltime	studytime	failures	schoolsup	famsup	activities	nursery	internet	romantic	famrel	freetime	goout	health	absences	quiz1	quiz2	grade
F	16	U	GT3	T	1	1	at_home	other	course	1	2	0	no	yes	no	no	no	yes	5	4	3	2	0	13	14	B
M	17	R	LE3	T	1	2	at_home	services	reputation	1	1	0	no	yes	yes	yes	yes	no	5	5	5	3	4	10	11	D
F	16	R	GT3	T	1	1	other	other	home	4	4	0	no	yes	no	no	yes	no	4	3	2	1	0	13	10	C
F	16	R	GT3	T	1	1	at_home	other	other	4	3	0	yes	yes	no	yes	no	no	4	4	3	5	2	10	9	D
F	15	R	GT3	T	1	1	at_home	other	home	2	2	0	no	yes	yes	yes	yes	no	4	3	3	2	1	11	10	D
F	16	R	GT3	T	1	1	at_home	other	other	2	1	0	no	no	yes	yes	yes	yes	4	2	2	2	0	13	12	C
F	15	R	GT3	T	1	1	at_home	at_home	course	3	2	0	no	yes	no	yes	no	no	4	2	1	2	0	13	14	C
F	15	R	LE3	T	2	2	other	other	other	1	3	0	yes	yes	no	yes	no	no	4	4	3	5	2	14	11	D
M	16	R	GT3	T	1	1	at_home	other	other	2	1	0	no	no	yes	yes	no	no	3	4	4	5	6	11	11	D
F	18	U	GT3	T	1	2	other	other	course	1	2	1	no	yes	yes	yes	yes	yes	3	4	4	5	9	9	8	F
M	15	U	GT3	T	3	1	other	services	home	2	1	0	no	yes	no	yes	no	no	3	2	3	4	0	10	9	D
F	16	R	GT3	T	2	2	other	services	course	3	2	0	no	yes	yes	yes	yes	no	5	3	4	2	1	14	13	C
M	15	U	GT3	T	2	2	health	other	reputation	3	1	0	no	no	no	yes	no	no	4	3	3	4	1	13	12	C
M	16	U	GT3	T	4	4	other	teacher	course	1	2	0	no	yes	yes	yes	no	yes	4	3	1	3	0	13	12	C
F	15	R	GT3	T	3	3	services	other	reputation	1	2	0	no	yes	no	yes	yes	yes	4	5	4	1	4	13	12	D
F	16	R	GT3	T	2	2	at_home	other	course	2	2	1	no	yes	yes	no	no	no	4	4	4	5	2	12	11	D
F	16	R	LE3	T	2	2	other	other	home	3	1	0	no	yes	yes	yes	no	yes	4	3	2	4	0	14	14	B
M	16	U	LE3	T	2	1	at_home	services	course	2	1	0	no	yes	yes	yes	yes	no	2	4	3	4	4	10	8	D
M	15	R	LE3	T	1	3	at_home	other	reputation	3	1	0	no	yes	yes	yes	yes	no	4	2	4	3	2	10	11	D
F	15	U	GT3	T	2	2	other	services	course	2	3	0	no	yes	yes	yes	no	no	5	3	2	4	0	12	13	C
F	16	R	LE3	T	2	1	other	other	home	1	1	0	no	yes	no	yes	yes	yes	5	4	3	5	2	10	8	F
M	15	U	GT3	T	3	3	services	services	course	2	1	0	no	yes	yes	no	yes	no	4	3	3	3	11	12	10	D
F	16	R	GT3	T	1	1	at_home	other	course	2	2	3	yes	yes	no	yes	no	no	3	4	3	1	0	7	7	F
F	17	U	GT3	T	2	2	other	at_home	course	1	1	0	no	yes	yes	yes	no	no	4	5	3	5	4	9	9	D
F	19	U	GT3	T	2	3	at_home	services	course	1	1	1	no	no	no	yes	yes	yes	4	4	4	2	0	9	9	D
F	17	R	GT3	T	2	1	at_home	other	course	3	1	0	no	yes	yes	yes	no	yes	5	5	3	3	2	9	10	D
F	15	R	LE3	T	1	1	at_home	other	course	2	1	0	no	yes	no	yes	no	yes	5	2	1	4	0	9	10	F
F	16	R	GT3	T	2	2	other	other	course	3	2	0	no	yes	no	yes	yes	no	3	4	5	1	1	9	10	D
F	16	U	LE3	A	2	2	other	other	home	1	1	0	no	yes	no	yes	no	no	4	3	4	1	6	7	7	F
F	17	R	GT3	T	2	2	at_home	other	course	2	2	0	no	yes	no	yes	yes	no	4	3	5	4	0	11	10	D
F	16	U	GT3	T	2	2	other	services	course	1	1	1	no	yes	yes	no	yes	no	4	4	3	3	1	9	10	D
F	18	R	LE3	A	3	2	other	other	course	2	3	2	no	yes	no	no	no	yes	3	3	2	2	6	7	9	D
F	19	U	GT3	T	1	1	at_home	services	course	1	3	1	no	no	yes	yes	no	yes	5	3	1	3	6	7	9	F
M	18	R	GT3	T	1	1	other	other	home	2	1	1	no	no	yes	yes	yes	no	4	4	3	4	0	8	9	D
F	18	R	GT3	T	1	1	at_home	at_home	course	2	1	1	no	no	no	no	yes	yes	3	2	3	2	4	9	11	D
F	19	U	GT3	T	1	1	other	other	course	2	2	1	no	yes	no	yes	yes	yes	1	1	4	1	12	7	8	F
F	16	R	GT3	A	2	2	health	other	course	1	2	0	no	no	no	no	no	yes	3	3	2	3	2	8	10	D
F	17	U	GT3	T	0	1	other	at_home	course	2	1	0	no	no	yes	no	no	no	2	4	4	5	5	9	9	D
F	16	R	LE3	T	1	2	at_home	other	course	1	2	0	no	no	yes	yes	yes	no	4	4	5	3	0	8	9	F
F	16	U	GT3	T	3	3	other	other	reputation	1	1	0	no	no	yes	yes	yes	yes	4	5	4	4	0	14	13	C
F	16	R	LE3	T	1	1	services	services	home	1	1	0	no	yes	yes	yes	yes	yes	4	4	4	4	2	14	14	C
M	17	U	GT3	T	3	3	services	at_home	course	2	4	1	no	yes	yes	yes	no	no	5	4	5	5	0	10	11	D
F	16	U	GT3	T	2	1	other	services	course	1	2	0	no	yes	yes	yes	yes	no	5	3	3	1	0	14	13	C
F	16	U	GT3	T	2	2	services	other	course	1	1	0	no	yes	yes	yes	no	yes	4	2	5	5	0	17	16	B
M	17	U	GT3	T	1	2	other	other	course	1	1	1	no	yes	yes	yes	yes	yes	5	3	5	1	12	6	7	F
M	16	U	LE3	T	4	3	other	other	course	1	1	0	no	no	yes	yes	yes	no	4	2	5	5	8	14	12	C
M	17	R	LE3	T	2	2	services	services	other	3	4	1	no	yes	no	yes	no	no	1	3	5	3	2	10	8	F
F	16	U	GT3	T	1	1	other	other	course	1	4	0	yes	yes	yes	yes	yes	no	2	2	1	5	0	14	14	C
F	19	U	LE3	T	2	2	other	other	home	1	3	0	no	no	no	yes	yes	yes	5	4	5	1	0	12	13	C
F	17	R	GT3	T	1	1	at_home	other	reputation	2	1	0	no	yes	yes	no	yes	yes	4	4	5	5	0	11	11	D
F	20	U	GT3	T	3	3	at_home	services	other	2	2	1	no	no	yes	yes	yes	yes	3	3	4	3	8	11	9	D
F	17	U	LE3	T	1	1	other	services	course	1	3	0	no	yes	no	yes	no	yes	4	3	3	3	0	11	11	D
M	17	R	GT3	T	2	2	other	other	course	3	1	1	no	yes	no	no	yes	no	4	4	5	5	0	10	9	F
F	16	R	LE3	T	1	1	at_home	other	course	3	2	0	no	yes	no	yes	no	no	5	3	2	1	0	16	17	A
F	17	R	GT3	T	2	2	other	other	reputation	2	2	0	no	yes	yes	yes	no	no	5	3	2	1	0	15	17	A
F	17	U	GT3	A	1	0	other	other	other	2	2	0	no	no	no	yes	yes	yes	4	4	5	4	1	11	9	D
F	18	R	GT3	T	1	1	at_home	other	other	1	2	1	no	yes	no	yes	yes	yes	4	3	2	5	9	7	7	F
F	16	U	GT3	T	3	1	other	other	course	1	1	0	no	no	yes	yes	yes	no	3	1	3	1	0	8	6	F
F	16	U	GT3	T	3	2	services	at_home	course	1	1	0	no	no	no	yes	yes	no	3	1	3	3	2	7	6	F
F	18	U	LE3	T	1	1	other	at_home	reputation	2	2	0	yes	no	no	yes	no	no	2	3	5	3	8	9	8	D
F	16	R	GT3	T	4	4	health	teacher	reputation	1	2	0	no	no	yes	no	yes	yes	4	3	3	2	0	14	16	B
F	16	R	LE3	T	1	2	other	other	reputation	2	1	0	no	no	yes	yes	yes	no	5	4	5	2	0	14	14	B
F	18	U	GT3	A	2	4	other	services	reputation	1	2	1	no	yes	no	yes	yes	no	2	3	2	1	8	8	5	F
M	16	R	GT3	T	2	1	other	services	reputation	2	2	0	no	no	yes	yes	yes	no	5	2	1	2	0	8	7	F
F	16	U	LE3	T	1	1	at_home	other	other	3	2	0	no	yes	no	yes	yes	no	4	3	2	5	6	6	8	F
F	16	R	GT3	T	2	3	at_home	services	other	2	2	0	no	yes	yes	yes	yes	no	3	3	3	2	0	8	10	D
F	16	U	GT3	T	4	4	health	health	course	1	2	0	no	yes	no	yes	yes	yes	4	3	4	3	4	8	8	F
M	18	U	LE3	T	4	4	at_home	health	home	1	4	0	no	yes	yes	yes	yes	yes	5	5	5	5	2	5	6	F
F	16	R	LE3	T	3	4	at_home	other	other	3	2	0	no	yes	no	no	no	no	4	2	1	2	2	7	9	F
M	17	U	LE3	T	4	4	other	services	home	1	3	0	no	yes	no	yes	yes	no	4	4	3	5	0	15	14	B
F	17	R	GT3	T	4	1	other	other	other	1	1	0	no	no	no	yes	yes	yes	4	2	3	5	1	13	14	C
M	16	U	LE3	T	2	2	services	services	other	4	3	0	no	no	no	yes	no	no	5	1	3	3	0	10	9	D
F	17	R	GT3	T	2	2	at_home	other	other	1	1	0	no	yes	no	yes	yes	no	5	1	3	5	5	9	9	F
F	16	U	LE3	T	4	4	services	services	other	2	1	0	no	yes	no	yes	no	no	5	1	3	5	1	11	11	D
M	17	U	GT3	T	3	3	services	services	home	1	1	0	no	yes	yes	yes	yes	no	4	1	4	3	8	7	10	F
M	17	U	GT3	T	1	1	at_home	services	other	3	2	0	no	no	no	yes	yes	yes	5	1	3	1	0	10	10	D
M	16	U	GT3	T	2	1	health	services	other	2	2	0	no	no	no	no	yes	yes	4	2	2	5	2	9	7	F
F	16	U	LE3	T	2	1	other	services	other	1	2	0	no	no	no	yes	yes	yes	3	2	2	3	0	14	15	B
M	16	U	LE3	T	4	4	teacher	health	other	1	1	0	no	yes	no	yes	yes	no	4	1	2	5	0	11	12	D
M	15	R	GT3	T	1	2	other	services	course	3	2	0	no	yes	yes	yes	no	no	5	5	5	5	11	9	11	D
M	15	U	LE3	A	2	2	other	other	reputation	3	4	0	no	yes	yes	yes	no	no	5	4	5	5	8	13	14	C
M	15	U	LE3	A	2	1	services	services	course	1	1	0	no	no	yes	yes	yes	no	4	3	3	5	11	12	13	D
F	16	R	LE3	T	2	2	other	other	course	1	3	0	no	yes	no	no	no	yes	4	3	3	5	2	11	11	D
F	16	U	LE3	T	4	1	other	other	home	2	2	0	no	yes	yes	yes	yes	no	1	2	4	1	8	9	10	D
F	17	U	GT3	T	3	2	at_home	other	home	2	1	0	no	no	no	yes	no	yes	4	3	3	1	5	9	11	D
F	17	R	GT3	T	2	2	other	other	other	2	2	0	yes	no	no	yes	no	no	5	1	3	5	0	11	9	D
F	16	U	GT3	T	4	4	teacher	services	course	2	3	0	no	yes	no	yes	yes	yes	5	3	5	5	1	10	11	D
M	17	R	GT3	T	4	4	health	other	course	3	1	3	no	no	yes	yes	yes	yes	3	3	3	5	2	9	9	F
M	17	R	LE3	T	1	3	other	other	course	2	1	0	no	no	yes	yes	no	yes	5	1	2	5	2	12	11	D
M	17	U	GT3	T	3	4	services	other	other	1	2	1	no	yes	yes	no	yes	yes	5	4	4	5	8	8	9	F
F	17	U	GT3	T	4	4	health	health	course	1	2	0	no	yes	no	yes	yes	no	5	2	5	5	0	13	15	B
M	16	R	LE3	T	4	1	other	at_home	other	1	1	0	no	no	no	yes	yes	no	4	1	2	2	0	10	11	D
F	17	U	GT3	A	1	1	at_home	at_home	other	1	2	0	no	no	yes	yes	yes	yes	4	5	5	3	2	11	10	D
F	17	R	GT3	T	4	2	other	other	course	2	2	0	yes	yes	no	no	yes	no	4	3	3	5	0	17	18	A
M	16	U	LE3	A	2	2	other	services	course	2	2	0	no	yes	no	no	yes	yes	4	1	2	5	0	12	13	C
M	17	U	GT3	T	3	2	other	other	other	2	2	0	no	yes	no	yes	yes	no	4	1	2	1	0	13	14	C
M	19	U	GT3	T	1	1	other	other	other	1	2	2	no	yes	yes	yes	yes	no	4	4	3	4	2	9	9	D
M	17	U	LE3	A	1	0	other	other	home	1	1	0	no	no	no	yes	no	yes	4	1	2	5	4	11	11	D
F	17	R	GT3	T	1	1	at_home	at_home	course	2	1	0	no	yes	yes	yes	yes	yes	3	5	5	4	3	10	11	D
F	16	R	GT3	T	1	2	other	other	home	1	3	0	yes	yes	no	no	yes	yes	4	3	4	3	5	13	14	C
M	16	R	LE3	T	1	2	other	at_home	course	1	1	0	no	no	no	yes	no	no	4	4	4	5	4	9	10	D
F	17	R	GT3	T	3	1	other	other	course	2	2	3	no	yes	yes	no	yes	yes	5	4	4	5	2	7	9	D
M	17	R	GT3	T	2	2	other	other	course	2	1	0	no	no	yes	yes	no	yes	5	5	5	5	0	8	13	D
M	18	R	GT3	T	1	0	at_home	at_home	course	3	1	1	yes	yes	no	yes	no	no	4	3	2	4	0	12	12	C
M	17	R	GT3	T	1	1	other	services	course	2	1	0	no	yes	yes	no	yes	yes	4	5	5	2	0	10	9	D
M	18	U	LE3	T	1	1	at_home	at_home	course	2	2	0	no	yes	yes	yes	no	no	4	3	3	5	6	10	9	D
F	16	R	LE3	T	2	2	other	services	course	1	2	0	no	no	yes	yes	no	yes	5	4	3	1	0	11	13	D
M	17	U	GT3	T	2	2	other	other	course	1	1	1	no	no	yes	yes	no	yes	1	2	1	5	0	7	0	F
M	16	R	GT3	T	3	2	services	other	course	2	1	0	no	no	no	yes	yes	no	4	5	5	5	2	11	9	D
M	16	R	LE3	T	1	1	at_home	other	course	2	1	0	no	no	yes	yes	yes	no	4	5	5	5	0	10	10	F
M	18	R	GT3	T	1	1	services	other	course	2	1	1	no	yes	no	yes	yes	yes	5	3	3	5	2	9	7	F
M	18	R	GT3	T	3	2	services	other	course	1	1	1	no	no	no	yes	yes	no	2	3	1	5	0	4	0	F
M	19	U	GT3	T	3	2	at_home	services	course	2	1	3	no	no	yes	yes	no	no	3	2	1	3	4	6	11	F
M	18	U	GT3	T	3	3	at_home	at_home	course	1	2	2	no	yes	yes	yes	yes	no	4	4	5	3	9	4	8	F
M	16	R	GT3	T	2	2	services	services	course	2	1	0	no	yes	yes	yes	yes	yes	5	4	3	4	6	7	8	F
M	19	U	GT3	T	2	1	at_home	other	course	2	1	3	no	no	yes	no	yes	yes	4	4	3	5	4	8	9	F
F	16	U	GT3	A	3	2	services	at_home	course	2	2	2	no	yes	yes	yes	no	yes	2	5	5	1	8	5	5	F
F	17	U	GT3	T	1	1	other	at_home	course	1	1	0	no	yes	yes	yes	no	no	4	3	2	5	9	7	9	D
M	20	R	GT3	T	1	1	other	other	course	2	1	1	no	yes	no	yes	yes	yes	4	4	3	4	12	8	11	D
F	18	R	GT3	A	4	3	services	services	course	1	1	0	no	yes	no	yes	yes	no	5	4	4	2	8	10	11	D
M	18	R	GT3	T	3	2	other	other	course	2	1	0	no	yes	no	no	yes	no	2	5	5	5	8	9	10	D
M	19	R	GT3	T	1	1	other	services	home	3	2	1	no	no	no	yes	yes	no	5	4	4	2	8	10	9	D
M	17	U	GT3	T	3	3	health	other	course	2	2	1	no	yes	no	yes	yes	no	4	5	4	3	4	8	9	D
M	18	U	LE3	T	1	3	at_home	services	course	1	1	0	no	no	no	yes	yes	yes	4	3	3	3	0	9	10	F
M	19	R	GT3	T	1	1	other	other	home	3	1	1	no	yes	no	yes	yes	no	4	4	4	5	4	8	9	D
F	18	U	GT3	A	1	2	at_home	other	course	2	2	2	no	yes	no	yes	no	no	4	3	3	5	2	6	8	F
F	19	U	LE3	A	1	1	at_home	other	course	1	1	0	no	yes	no	yes	no	no	1	4	4	5	0	6	8	F
F	18	R	GT3	T	2	2	other	other	other	2	1	1	no	no	no	yes	yes	yes	5	5	5	3	0	8	6	F
F	17	R	GT3	T	0	0	at_home	other	course	2	1	0	no	yes	no	yes	yes	no	4	4	3	5	0	10	11	D
F	17	R	LE3	A	3	1	other	at_home	course	2	3	0	no	yes	no	yes	no	no	4	2	3	3	5	8	7	F
F	17	U	GT3	T	4	2	teacher	services	home	1	2	0	yes	yes	yes	yes	yes	no	5	5	5	5	0	8	8	F
F	18	R	LE3	T	2	2	services	services	course	1	2	1	no	yes	yes	yes	yes	no	2	3	3	4	3	7	6	F
F	17	U	GT3	T	4	1	health	at_home	course	1	1	0	no	yes	no	yes	no	yes	3	2	2	5	0	8	10	F
F	17	U	LE3	T	1	2	at_home	other	course	1	1	0	no	no	no	yes	yes	no	5	5	1	3	0	7	10	D
F	18	U	GT3	T	1	1	other	other	course	3	2	2	no	no	yes	yes	no	yes	3	4	4	5	3	7	8	F
F	18	U	GT3	T	2	2	services	at_home	reputation	2	2	0	no	no	yes	no	yes	no	4	3	5	1	2	12	13	C
F	17	U	GT3	T	3	3	services	services	course	2	1	0	no	yes	no	yes	yes	no	4	4	3	4	0	11	12	C
F	18	U	LE3	A	1	2	at_home	other	reputation	2	2	0	no	no	no	yes	yes	no	4	4	3	4	0	12	13	C
F	18	U	GT3	T	4	4	teacher	teacher	reputation	2	2	0	no	no	yes	no	yes	no	4	3	5	1	0	18	18	A
M	18	U	LE3	T	4	4	services	other	reputation	1	1	0	no	yes	yes	yes	yes	no	5	4	5	5	3	17	17	A
F	17	U	GT3	T	4	2	other	other	course	2	2	0	no	yes	no	yes	yes	no	4	3	3	4	0	17	18	A
F	18	R	GT3	T	2	2	at_home	other	course	3	2	1	no	no	yes	yes	no	yes	4	3	3	4	0	9	0	F
M	18	U	LE3	T	1	2	at_home	services	home	2	1	0	no	yes	no	no	no	no	4	1	4	1	8	10	11	D
M	18	R	GT3	T	4	4	at_home	services	other	3	1	0	no	yes	yes	yes	yes	yes	2	5	5	1	5	12	13	C
M	17	R	GT3	T	1	1	other	services	other	3	1	0	no	no	no	no	no	no	4	2	3	4	4	12	13	C
F	18	U	GT3	T	2	2	other	other	course	2	2	0	no	yes	no	no	yes	yes	1	3	1	2	4	8	8	D
F	18	U	LE3	T	2	2	services	services	course	2	3	0	no	no	no	yes	yes	yes	5	4	5	3	0	11	12	C
F	18	R	LE3	A	4	2	teacher	other	reputation	1	2	0	no	no	yes	yes	yes	yes	5	3	1	5	0	5	0	F
F	18	U	GT3	T	1	1	at_home	services	course	3	2	1	no	no	no	yes	no	no	4	4	2	2	2	9	10	D
F	19	U	GT3	T	1	1	at_home	services	other	2	1	1	no	no	no	yes	no	no	5	5	5	2	0	5	0	F
F	17	U	GT3	T	4	2	teacher	other	course	2	4	0	no	no	no	yes	yes	yes	4	2	3	5	0	18	18	A
F	17	R	LE3	A	2	1	services	other	reputation	2	2	0	no	no	yes	yes	yes	yes	5	3	3	2	5	11	11	D
F	18	U	LE3	A	1	1	at_home	services	course	1	2	0	no	no	no	yes	no	yes	5	2	3	3	2	8	10	D
F	18	U	GT3	T	1	2	at_home	at_home	course	2	2	0	no	yes	no	yes	no	no	4	1	1	4	0	11	11	D
F	19	R	GT3	A	1	1	at_home	at_home	course	2	2	3	no	yes	yes	yes	no	yes	3	5	4	1	0	8	0	F
F	18	R	GT3	T	2	2	services	other	home	2	3	0	no	no	no	yes	yes	yes	4	2	1	4	5	14	14	B
M	17	R	GT3	T	4	3	services	other	home	2	2	1	no	yes	yes	no	yes	yes	4	5	5	2	4	10	11	D
F	18	U	GT3	T	3	3	services	services	course	1	2	0	no	yes	no	yes	no	yes	5	3	4	5	0	10	10	D
F	17	R	GT3	T	4	4	teacher	services	other	2	2	0	no	yes	yes	yes	yes	no	4	3	3	5	2	12	12	D
F	17	U	LE3	A	3	2	services	other	reputation	2	2	0	no	no	no	yes	no	yes	1	2	3	5	0	15	14	B
M	18	U	LE3	T	1	1	other	services	home	2	1	0	no	no	no	no	yes	yes	3	3	2	3	2	14	13	C
F	18	U	LE3	T	1	1	at_home	services	course	2	3	0	no	no	no	yes	yes	no	5	3	2	4	0	19	17	A
F	18	R	LE3	A	1	2	at_home	other	course	3	2	0	no	no	no	yes	no	yes	4	3	4	5	0	16	15	B
F	18	U	GT3	T	3	3	services	services	other	2	2	0	no	yes	no	yes	yes	yes	4	3	2	3	6	13	12	C
F	17	U	LE3	T	4	4	at_home	at_home	course	1	2	0	no	yes	yes	yes	yes	yes	2	3	4	1	4	15	14	B
F	17	R	GT3	T	1	2	other	services	course	2	2	0	no	no	no	no	no	no	3	2	2	3	0	13	13	C
M	18	R	GT3	T	1	3	at_home	other	course	2	2	0	no	yes	no	yes	no	no	3	3	4	3	0	8	10	F
M	18	U	LE3	T	4	4	teacher	services	other	2	3	0	no	no	no	yes	yes	yes	4	2	2	5	0	15	16	B
F	17	R	GT3	T	1	1	other	services	reputation	3	1	1	no	yes	no	yes	yes	yes	5	2	1	1	0	8	8	F
F	18	U	GT3	T	2	3	at_home	services	course	2	1	0	no	yes	no	yes	yes	yes	5	2	3	4	0	10	10	D
F	18	R	GT3	T	4	4	other	teacher	other	3	2	0	no	yes	no	no	yes	yes	3	2	2	5	0	7	5	F
M	18	R	LE3	T	1	2	at_home	services	other	3	1	0	no	yes	yes	yes	yes	yes	4	3	3	3	3	9	10	D
F	17	U	GT3	T	2	2	other	at_home	home	1	3	0	no	no	yes	yes	no	yes	3	4	3	3	8	10	11	D
F	17	R	GT3	T	1	2	other	other	course	1	1	0	no	no	yes	yes	yes	no	3	5	5	1	4	7	8	F
F	18	R	LE3	T	4	4	other	other	reputation	2	3	0	no	no	no	yes	yes	no	5	4	4	1	0	15	17	A
F	18	R	GT3	T	1	1	other	other	home	4	3	0	no	no	no	yes	yes	no	4	3	2	4	4	10	11	D
F	19	R	GT3	T	1	1	at_home	other	course	2	2	1	no	yes	no	yes	yes	yes	4	3	3	3	4	7	8	F
F	18	R	LE3	T	4	4	teacher	services	course	1	2	0	no	no	yes	yes	yes	no	5	4	3	2	1	13	14	C
F	18	U	GT3	T	3	3	other	other	home	1	2	0	no	no	no	yes	yes	yes	4	1	3	1	1	16	16	B
F	17	R	GT3	T	3	1	at_home	other	reputation	1	2	0	no	yes	yes	no	yes	no	4	5	4	1	10	8	9	F
M	18	U	GT3	T	4	4	teacher	teacher	home	1	2	0	no	no	yes	no	yes	no	3	2	4	2	4	17	18	A
M	18	R	GT3	T	2	1	other	other	other	2	1	0	no	no	yes	no	yes	yes	4	4	3	5	0	7	7	F
M	17	U	GT3	T	2	3	other	services	home	2	2	0	no	no	yes	yes	yes	no	4	4	3	3	4	14	15	B
M	19	R	GT3	T	1	1	other	services	other	2	1	1	no	no	no	yes	no	no	4	3	2	5	0	5	8	F
M	18	R	GT3	T	4	2	other	other	home	2	1	1	no	no	no	yes	no	no	5	4	3	3	0	7	7	F
F	18	R	GT3	T	2	2	at_home	other	other	2	3	0	no	no	no	yes	no	no	5	3	3	4	0	14	17	B
F	17	U	GT3	T	4	3	teacher	other	other	2	2	0	no	no	no	yes	yes	no	5	5	4	1	0	6	9	D
F	18	R	GT3	T	4	4	teacher	at_home	reputation	3	1	0	no	yes	yes	yes	yes	yes	4	4	3	5	4	7	9	D
F	19	R	GT3	T	2	3	services	other	course	1	3	1	no	no	yes	no	yes	no	5	4	2	5	4	10	11	D
F	18	U	LE3	T	3	1	teacher	services	course	1	2	0	no	yes	no	yes	yes	no	4	3	4	1	4	15	15	B
F	18	U	GT3	T	1	1	other	other	course	2	2	0	no	no	yes	yes	no	no	1	1	1	5	6	11	12	F
M	17	U	LE3	T	3	1	services	services	course	2	1	0	no	no	no	no	yes	no	2	4	5	2	6	10	10	D
M	18	R	LE3	T	3	2	services	other	course	3	1	0	no	no	no	no	yes	no	4	4	1	5	4	10	11	D
